Tenure,MonthlyCharges,TotalCharges,charges_per_tenure,tenure_years,num_services,Gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,prediction,label
11.501145599256004,51.35902053149749,819.4275433686726,69.69277105417491,0.4389104694838609,1.0115380467494175,0,0,1,1,1,0,2,1,0,1,1,0,2,2,0,1,0.3919337699337697,1
95.98267647562689,59.3453589304709,8580.068900541486,52.81255191954464,7.038918131093855,1.5352565470809307,0,1,1,0,1,0,2,1,0,2,0,2,1,2,1,1,0.3278508138456452,0
79.84936969765394,150.52995991191264,8756.486463134546,105.44147365759768,5.739626689470439,2.302959864719341,1,0,0,0,1,0,2,1,2,0,2,0,2,1,1,2,0.3708676920879353,0
32.84218277144681,81.99949028114983,1127.948143240049,59.09346712531029,1.6451793141464643,1.2463020849576565,0,1,0,0,1,1,1,0,1,1,0,0,2,1,1,3,0.1949025075895729,0
3.0407981675738824,72.03709719211233,106.8840151527326,49.78847664308754,0.3682812138011298,3.7011953615752877,0,0,1,0,1,0,0,1,2,2,1,1,2,2,1,0,0.5309543345141171,0
101.378489413286,83.57603014307011,4636.13276047796,25.731505434118148,3.663286018570475,5.799619671092016,0,1,1,1,1,2,2,1,2,2,2,1,2,2,0,0,0.0843253968253967,0
17.065371350104968,115.31585625582466,6644.663764810138,83.43540979687532,2.6331859620619413,0.0,1,1,0,0,1,0,2,2,0,1,0,0,1,1,1,0,0.0741294677544677,0
94.21223894003373,60.13572120669314,3124.716617355371,88.27311341203179,2.9527740645997227,1.2047768575959448,0,0,1,0,1,1,2,0,1,0,0,0,1,2,0,2,0.084110429693763,0
9.495383201517189,124.19089622505379,666.1792381274926,90.52646911958715,0.9273026924870116,3.3385765644206002,1,0,1,0,1,0,1,0,2,2,0,1,0,2,0,1,0.231984585971372,1
67.30653603887254,137.3699736750827,6654.648815954323,60.97709267307831,5.531293682598239,2.399737439722423,0,0,0,0,1,0,2,2,1,0,1,1,2,2,1,1,0.310762176927458,0
9.163666946198115,148.28984492071748,1201.9369830998098,109.54013400794842,1.1402833207040861,2.5531073117567056,1,0,0,0,1,2,2,1,0,0,0,0,0,2,1,2,0.4116277287527286,0
16.884546893981344,124.79290642855632,1623.573908312095,115.40472130614232,1.2362580868073425,6.2851073221090275,1,1,0,0,1,0,1,0,1,2,2,0,2,2,1,2,0.2570115334012391,0
21.881148660733437,100.56984544613832,1619.7185554419295,89.35076161773843,2.1959303819397777,0.6155153121753292,1,1,0,0,1,0,1,1,2,0,0,0,1,2,1,1,0.1357097695332989,0
50.4409446211955,35.42416515326115,1816.4751069097156,32.21695355602218,5.2936777334826175,3.515076031040644,0,1,1,0,1,1,1,1,2,1,1,0,2,0,0,0,0.0792752213673266,0
17.09278448274225,48.048314273023394,361.3545250773253,35.603819319289386,1.8361022378438459,0.0,0,1,0,0,1,1,2,1,0,1,0,0,0,1,1,2,0.2956416022249354,0
57.46662841442711,56.92772519497331,3134.869933373515,40.54806667721693,6.6973859614623725,0.6472820051273798,1,0,1,0,1,0,0,0,1,1,2,1,2,0,0,1,0.4580459149265332,1
114.81122448873154,24.33151410870036,1992.8987880213192,25.257416645191004,4.182957152511249,4.536113029585962,0,0,1,0,1,0,0,2,1,1,1,2,2,2,0,2,0.3625976247789972,0
17.56552593973455,71.8611229549136,1524.4173718183547,72.47029889399606,0.7451109140031111,3.5428850023235503,1,1,0,1,1,1,1,0,1,2,1,2,2,0,1,1,0.5608211776301845,0
49.304448239163996,51.76405605315347,4347.980403434311,129.8035558425204,3.1667726971197707,2.161144858835901,1,0,1,0,1,0,1,0,2,1,2,1,1,0,0,3,0.6842450763448217,1
50.776069670984384,66.83415846878503,3361.556549531558,27.461675389350106,2.053366220890183,1.307990516308681,0,0,1,0,1,0,0,2,0,1,0,1,2,0,1,2,0.4809282434221252,1
22.384594888012437,24.102809144705894,760.0597831965171,41.33940914442385,3.9196665468101397,3.0361001818426976,1,1,0,1,1,2,0,0,2,2,1,0,0,0,1,3,0.5263474292258628,1
39.08879308154129,83.57091486788994,9156.645954909902,41.189276889275895,4.650688763486526,0.8585252751264563,0,0,1,0,0,1,2,0,0,2,0,0,1,2,1,0,0.4435143134769959,0
6.810285150765822,158.19766604591564,569.3055586502719,46.57676134149767,0.4241083360405723,1.0970015977239143,1,0,0,1,0,0,1,0,1,2,0,0,0,2,1,2,0.3414433205683204,0
10.412799419734181,110.95507799289513,2425.6332632504286,54.83961774274213,1.9225401026741886,3.090137313090678,1,0,1,0,1,2,2,0,1,2,1,1,1,0,0,2,0.7132191232089494,1
10.627592028679569,76.44432623624428,1957.8234747604874,42.66601783516962,2.1534141672127323,1.2247114784689512,0,1,1,0,1,1,2,2,1,1,2,1,1,2,0,3,0.1827724381093946,1
40.71466337302578,160.61489407788514,3576.6570477441037,142.31154762357627,2.746435628787648,3.595695559701099,1,0,0,0,1,2,0,0,2,2,1,2,0,1,1,0,0.4599837252626209,1
26.864522450929716,23.472745875990526,914.1559593111659,47.496955612950266,0.957818262275552,4.263418060488217,1,0,1,0,1,0,0,1,2,0,0,2,0,1,0,0,0.261627470581301,1
55.522249129762635,73.82287124273452,3061.768596725054,105.90278057531107,3.9542303377509094,0.0,1,1,0,0,1,2,0,2,1,1,1,0,1,0,0,3,0.1898783670033669,0
8.085500537724489,37.21776275326931,283.0590164113694,57.60527489005496,0.31363535245175383,0.0,1,0,1,0,1,2,2,0,1,0,2,0,0,2,0,3,0.6904417983240873,0
65.08423525884267,80.86123217672437,6416.867158700636,39.84570388440187,7.600723945324006,2.5986915751825275,0,0,0,0,1,0,1,2,1,2,2,1,2,1,1,0,0.0677576633892423,0
69.73736857305435,180.1985513099376,4068.9913400231053,128.34957925815888,4.0616472806449595,2.411689366149675,0,1,1,0,1,2,0,1,2,2,1,1,0,2,1,2,0.163802133052133,0
11.152286502924753,54.19943286015469,1150.8054083339466,149.46895154729185,0.942340171670265,3.170851305277546,0,1,0,0,1,1,1,1,0,1,1,2,0,1,1,0,0.288571203650151,0
16.98026605669129,152.267790957283,5341.22049020126,58.60984162700804,3.561470340903921,6.279118614654729,1,0,0,1,1,0,1,2,2,1,0,2,2,2,0,1,0.3946666854339714,0
41.638249803636604,124.40329504225949,9072.977896257975,120.4421321179758,8.188835988424453,1.280931650802816,0,1,1,1,1,1,1,2,1,1,0,0,1,2,1,1,0.3260233816798964,0
4.921754180232828,54.145096522232585,357.9086459181355,17.99989208730306,0.2855622196905323,2.419101227530169,0,1,0,1,1,1,0,1,1,2,1,0,2,0,1,2,0.4287313459960516,1
0.6407280687843943,36.83258485512698,19.809370881321346,17.76863184096206,0.08138100258279374,1.1073458883294007,0,1,0,1,1,1,1,0,1,2,1,0,0,0,0,2,0.5539003363194539,0
42.17217863613241,108.16525557214088,3359.9003790565384,113.5365974374992,3.740395887955907,1.3697903414735606,0,0,1,0,0,2,1,1,1,0,1,1,1,1,0,0,0.1331268492044354,0
14.965800347112172,68.48473736761416,3219.9712222663866,123.49472666871388,1.6481404210228876,0.9073931597952168,1,0,0,0,1,2,1,0,1,2,1,0,1,0,1,1,0.1745729056346703,0
37.69354644557656,31.12256770433909,767.9093539647873,42.775492610034824,1.6783159928935536,1.1541593131372847,1,0,1,1,1,0,2,1,0,2,1,1,0,2,1,3,0.5124383150197654,1
3.512119783642367,48.57882437135439,397.0230639468641,30.224641424249924,0.7500518885346563,1.07304313341194,1,0,0,0,1,1,1,1,0,0,2,2,1,0,1,2,0.4502250759216702,0
19.470217467866647,50.42225437351092,2436.9608725556827,65.68095335828644,3.436413156961561,4.02764998194986,0,1,0,0,1,1,0,2,2,1,2,0,1,2,0,0,0.1513330875265223,0
75.7327264084037,76.38455059889077,6692.612388052076,69.66209598763098,3.0593302363303496,0.4384931295203959,1,0,0,1,1,2,1,0,0,0,1,1,1,0,0,0,0.1343112138406256,0
30.352469155263233,176.99183259617547,3750.206579574306,104.42822505472998,3.76031661554126,1.0342576594703152,1,0,1,0,1,0,0,2,2,0,2,2,1,0,1,2,0.6985238941914638,1
62.3295330081179,60.32511768305927,3762.875467024782,34.99944918439215,1.536216999749576,0.7374560171193614,1,0,1,0,1,0,0,2,1,2,0,1,0,2,1,1,0.1342354115159197,0
36.197478610261975,13.202750548587856,674.6616784413181,15.985123196850152,3.2611212817212984,1.9289095961777734,1,0,1,0,1,2,0,2,1,1,2,2,2,0,1,0,0.2247666962666962,0
79.98775848372217,49.33009628146929,2466.3577766363005,28.749495291023738,2.2257001142147956,2.435602727380478,1,1,1,0,1,1,1,2,0,1,1,0,2,2,1,2,0.1501382399277136,0
5.6077419868322025,41.64561331892324,1201.8261798099734,26.780398451358256,0.8353206596548137,1.0802067099509391,0,0,1,0,1,2,1,0,1,0,1,2,2,1,0,0,0.6051742651188228,1
54.5673744538929,125.82378297693744,6198.612768803226,73.8142184529297,3.8796123806564546,0.5108545463785831,1,0,1,0,1,2,0,0,0,0,0,0,1,0,1,3,0.1599461267332644,1
64.59690774786688,86.89087247934324,6289.321622727905,90.50370548892394,4.916995100672871,1.0357600083296326,0,1,0,0,1,1,2,1,0,2,2,0,0,1,0,2,0.4333257931353849,1
92.51886413001324,115.39997037240644,8603.108955461114,43.720675149388654,8.156842633049685,0.9592770093306426,1,0,1,0,1,2,2,1,0,1,0,1,2,2,0,3,0.2854099573105471,0
29.17309047859462,46.499640999126754,972.3273192640702,78.7997817327998,2.3995577896699003,4.058975001151447,0,1,1,0,1,2,0,2,0,0,1,0,2,0,0,1,0.3716503728445444,0
51.41976050983817,73.00905446139357,4997.491415541558,111.42847058083585,1.616471565619791,1.5911784213636602,0,0,1,0,1,1,1,1,2,2,2,1,0,2,0,2,0.1893623571417688,0
20.257384745027988,10.100548245014064,1104.0199824995477,12.241176439477911,1.90778862035363,0.7628553324890095,1,0,1,1,1,2,1,1,1,0,2,2,1,1,1,1,0.446469938231703,1
49.314015195973845,27.21690097379625,2140.1951810590413,76.56892777833345,6.170819870036164,3.3500054415146523,0,1,1,1,1,2,1,2,2,2,2,0,1,0,1,1,0.0408849206349206,0
7.088792539588633,89.09577874722628,1128.4628332719124,96.85585087092196,0.4156538809559399,0.0,0,0,0,1,0,1,2,1,1,1,1,1,0,1,0,3,0.3319505157152216,1
37.1353391926107,48.47193306567624,1568.0513334267878,47.81932151434719,2.509067270665309,2.2190889268018266,1,0,1,0,1,1,1,2,2,2,2,1,2,0,1,0,0.4659255874795014,1
77.25792057664188,145.33936945183993,3590.387986434958,83.2639774465531,2.9606867905506316,1.3422383961968316,1,1,0,0,1,2,2,1,2,0,0,2,0,1,0,1,0.17142973468858,0
23.094055958230122,69.29703469060881,1529.917367340258,90.47659897655787,3.539958835721162,1.6839591234331666,0,1,0,0,1,1,2,0,2,0,0,0,2,2,1,2,0.5628828842676473,0
3.1489949225869323,125.62301152871426,78.48916571016119,30.035853769640262,0.15559209653650252,2.670056598447438,0,1,0,1,1,1,1,1,1,2,2,0,1,2,0,2,0.6079294688608414,0
